"Idade","Local de trabalho","Pontuação teste","Departmento","Distancia casa-trabalho","Educacao","Area","Possui carro","Subordinado","Satisfação com o ambiente no emprego atual","Genero","Horas voluntariado","Envolvimento com trabalho","Posicao","Cargo","Satisfação com emprego","Estado civil","Renda","Bonus de performance","Quantidade de empresas que trabalho","Maior de idade","Necessita de hora extra","Aumento de salario%","Performance na entrevista","Satisfação com a relação","Horas de trabalho padrão","Beneficios","Anos de experiencia","Horas de treinamento ultimo ano","Estilo de vida","Anos na última empresa","Anos na posição atual","Anos desde última promoção","Anos com a mesma gerência","Contratar","Partition","$XGT-Contratar","$XGTC-Contratar"
"33","Misto","1277","Engenharia","15","Médio completo","Medicina","1","582","2","M","56","3","3","Gerente","3","Casado","13610","24619","7","1","Sim","12","3","4","80","0","15","2","4","7","6","7","7","Sim","1_Training","Sim","0.711984"
"33","Cliente","587","Engenharia","10","Médio completo","Medicina","1","584","1","M","38","1","1","Tecnico","4","Divorciado","3408","6705","7","1","Não","13","3","1","80","3","8","2","3","4","3","1","3","Sim","1_Training","Sim","0.83517"
"31","Cliente","534","Engenharia","20","Superior completo","Ciências das natureza","1","587","1","M","66","3","3","Analista","3","Casado","9824","22908","3","1","Não","12","3","1","80","0","12","2","3","1","0","0","0","Sim","1_Training","Sim","0.893824"
"34","Cliente","988","RH","23","Superior completo","Ciências humanas","1","590","2","F","43","3","3","Assistente","1","Divorciado","9950","11533","9","1","Sim","15","3","3","80","3","11","2","3","3","2","0","2","Sim","2_Testing","Sim","0.828039"
"22","Cliente","1368","Engenharia","4","Médio completo","Faculdade Técnica","1","593","3","M","99","2","1","Tecnico","3","Solteiro","3894","9129","5","1","Não","16","3","3","80","0","4","3","3","2","2","1","2","Sim","1_Training","Sim","0.87946"
"26","Cliente","426","RH","17","Superior incompleto - cursando","Ciências das natureza","1","608","2","F","58","3","1","Assistente","3","Divorciado","2741","22808","0","1","Sim","11","3","2","80","1","8","2","2","7","7","1","0","Sim","2_Testing","Sim","0.873336"
"18","Misto","1306","Vendas","5","Superior completo","Marketing","1","614","2","M","69","3","1","Vendedor junior","2","Solteiro","1878","8059","1","1","Sim","14","3","4","80","0","0","3","3","0","0","0","0","Sim","1_Training","Sim","0.959202"
"26","Escritório","471","Engenharia","24","Superior completo","Faculdade Técnica","1","622","3","M","66","1","1","Tecnico","4","Solteiro","2340","23213","1","1","Sim","18","3","2","80","0","1","3","1","1","0","0","0","Sim","1_Training","Sim","0.982387"
"32","Cliente","1474","Vendas","11","Superior incompleto - cursando","Outros","1","631","4","M","60","4","2","Vendedo senior","3","Casado","4707","23914","8","1","Não","12","3","4","80","0","6","2","3","4","2","1","2","Sim","1_Training","Sim","0.632651"
"24","Cliente","1287","Engenharia","7","Superior completo","Ciências das natureza","1","647","1","F","55","3","1","Tecnico","3","Casado","2886","14168","1","1","Sim","16","3","4","80","1","6","4","3","6","3","1","2","Sim","1_Training","Sim","0.832179"
"30","Misto","448","Vendas","12","Superior incompleto - cursando","Ciências das natureza","1","648","2","M","74","2","1","Vendedor junior","1","Casado","2033","14470","1","1","Não","18","3","3","80","1","1","2","4","1","0","0","0","Sim","1_Training","Sim","0.863369"
"31","Misto","1365","Vendas","13","Superior incompleto - cursando","Medicina","1","650","2","M","46","3","2","Vendedo senior","1","Divorciado","4233","11512","2","1","Não","17","3","3","80","0","9","2","1","3","1","1","2","Sim","1_Training","Sim","0.742131"
"27","Cliente","1420","Vendas","2","Médio completo","Marketing","1","667","3","M","85","3","1","Vendedor junior","1","Divorciado","3041","16346","0","1","Não","11","3","2","80","1","5","3","3","4","3","0","2","Sim","1_Training","Sim","0.779335"
"45","Misto","306","Vendas","26","Superior incompleto - cursando","Ciências das natureza","1","684","1","F","100","3","2","Vendedo senior","1","Casado","4286","5630","2","1","Não","14","3","4","80","2","5","4","3","1","1","0","0","Sim","1_Training","Sim","0.805218"
"20","Cliente","1362","Engenharia","10","Médio completo","Medicina","1","701","4","M","32","3","1","Engenheiro","3","Solteiro","1009","26999","1","1","Sim","11","3","4","80","0","1","5","3","1","0","1","1","Sim","2_Testing","Sim","0.7809"
"33","Misto","1076","Engenharia","3","Superior completo","Ciências das natureza","1","702","1","M","70","3","1","Engenheiro","1","Solteiro","3348","3164","1","1","Sim","11","3","1","80","0","10","3","3","10","8","9","7","Sim","1_Training","Sim","0.924811"
"24","Cliente","693","Vendas","3","Superior incompleto","Ciências das natureza","1","720","1","F","65","3","2","Vendedo senior","3","Solteiro","4577","24785","9","1","Não","14","3","1","80","0","4","3","3","2","2","2","0","Sim","1_Training","Sim","0.876793"
"50","Misto","562","Vendas","8","Superior incompleto","Faculdade Técnica","1","723","2","M","50","3","2","Vendedo senior","3","Casado","6796","23452","3","1","Sim","14","3","1","80","1","18","4","3","4","3","1","3","Sim","1_Training","Sim","0.719051"
"28","Cliente","654","Engenharia","1","Superior incompleto","Ciências das natureza","1","741","1","F","67","1","1","Engenheiro","2","Solteiro","2216","3872","7","1","Sim","13","3","4","80","0","10","4","3","7","7","3","7","Sim","1_Training","Sim","0.944732"
"42","Misto","933","Engenharia","19","Superior completo","Medicina","1","752","3","M","57","4","1","Engenheiro","3","Divorciado","2759","20366","6","1","Sim","12","3","4","80","0","7","2","3","2","2","2","2","Sim","2_Testing","Sim","0.704606"
"33","Cliente","527","Engenharia","1","Superior incompleto - cursando","Outros","1","780","4","M","63","3","1","Engenheiro","4","Solteiro","2686","5207","1","1","Sim","13","3","3","80","0","10","2","2","10","9","7","8","Sim","2_Testing","Sim","0.852041"
"47","Misto","719","Vendas","27","Superior incompleto","Ciências das natureza","1","785","2","F","77","4","2","Vendedo senior","3","Solteiro","6397","10339","4","1","Sim","12","3","4","80","0","8","2","3","5","4","1","3","Sim","2_Testing","Não","0.518871"
"55","Misto","725","Engenharia","2","Superior completo","Medicina","1","787","4","M","78","3","5","Gerente","1","Casado","19859","21199","5","1","Sim","13","3","4","80","1","24","2","3","5","2","1","4","Sim","1_Training","Sim","0.551944"
"26","Misto","1146","Vendas","8","Superior completo","Faculdade Técnica","1","796","4","M","38","2","2","Vendedo senior","1","Solteiro","5326","3064","6","1","Não","17","3","3","80","0","6","2","2","4","3","1","2","Sim","1_Training","Sim","0.828006"
"23","Misto","1243","Engenharia","6","Superior completo","Ciências das natureza","1","811","3","M","63","4","1","Tecnico","1","Casado","1601","3445","1","1","Sim","21","4","3","80","2","1","2","3","0","0","0","0","Sim","2_Testing","Sim","0.76954"
"29","Misto","805","Engenharia","1","Superior incompleto","Ciências das natureza","1","816","2","F","36","2","1","Tecnico","1","Casado","2319","6689","1","1","Sim","11","3","4","80","1","1","1","3","1","0","0","0","Sim","2_Testing","Sim","0.843457"
"33","Misto","118","Vendas","16","Superior completo","Marketing","1","819","1","F","69","3","2","Vendedo senior","1","Solteiro","5324","26507","5","1","Não","15","3","3","80","0","6","3","3","3","2","0","2","Sim","1_Training","Sim","0.824233"
"58","Misto","286","Engenharia","2","Superior incompleto - cursando","Ciências das natureza","1","825","4","M","31","3","5","Diretor","2","Solteiro","19246","25761","7","1","Sim","12","3","4","80","0","40","2","3","31","15","13","8","Sim","1_Training","Sim","0.696746"
"28","Misto","890","Engenharia","2","Superior incompleto - cursando","Medicina","1","828","3","M","46","3","1","Engenheiro","3","Solteiro","4382","16374","6","1","Não","17","3","4","80","0","5","3","2","2","2","2","1","Sim","1_Training","Sim","0.639218"
"49","Misto","1184","Vendas","11","Superior completo","Marketing","1","840","3","F","43","3","3","Vendedo senior","4","Casado","7654","5860","1","1","Não","18","3","1","80","2","9","3","4","9","8","7","7","Sim","1_Training","Sim","0.54388"
"55","Cliente","436","Vendas","2","Médio completo","Medicina","1","842","3","M","37","3","2","Vendedo senior","4","Solteiro","5160","21519","4","1","Não","16","3","3","80","0","12","3","2","9","7","7","3","Sim","1_Training","Sim","0.588386"
"26","Cliente","887","Engenharia","5","Superior incompleto","Medicina","1","848","3","F","88","2","1","Engenheiro","3","Casado","2366","20898","1","1","Sim","14","3","1","80","1","8","2","3","8","7","1","7","Sim","2_Testing","Sim","0.647066"
"35","Misto","130","Engenharia","25","Superior incompleto - cursando","Ciências das natureza","1","881","4","F","96","3","1","Engenheiro","2","Divorciado","2022","16612","1","1","Sim","19","3","1","80","1","10","3","2","10","2","7","8","Sim","1_Training","Sim","0.72011"
"29","Misto","341","Vendas","1","Superior completo","Medicina","1","896","2","F","48","2","1","Vendedor junior","3","Divorciado","2800","23522","6","1","Sim","19","3","3","80","3","5","3","3","3","2","0","2","Sim","1_Training","Sim","0.785148"
"32","Cliente","374","Engenharia","25","Superior incompleto - cursando","Ciências das natureza","1","911","1","M","87","3","1","Tecnico","4","Solteiro","2795","18016","1","1","Sim","24","4","3","80","0","1","2","1","1","0","0","1","Sim","1_Training","Sim","0.976307"
"58","Misto","781","Engenharia","2","Médio completo","Ciências das natureza","1","918","4","M","57","2","1","Tecnico","4","Divorciado","2380","13384","9","1","Sim","14","3","4","80","1","3","3","2","1","0","0","0","Sim","2_Testing","Sim","0.78006"
"20","Misto","500","Vendas","2","Superior completo","Medicina","1","922","3","F","49","2","1","Vendedor junior","3","Solteiro","2044","22052","1","1","Não","13","3","4","80","0","2","3","2","2","2","0","2","Sim","2_Testing","Sim","0.752793"
"21","Misto","1427","Engenharia","18","Médio completo","Outros","1","923","4","F","65","3","1","Engenheiro","4","Solteiro","2693","8870","1","1","Não","19","3","1","80","0","1","3","2","1","0","0","0","Sim","1_Training","Sim","0.738897"
"22","Misto","617","Engenharia","3","Médio completo","Ciências das natureza","1","926","2","F","34","3","2","Supervisor","3","Casado","4171","10022","0","1","Sim","19","3","1","80","1","4","3","4","3","2","0","2","Sim","2_Testing","Não","0.651504"
"41","Misto","1085","Engenharia","2","Superior incompleto - cursando","Ciências das natureza","1","927","2","F","57","1","1","Tecnico","4","Divorciado","2778","17725","4","1","Sim","13","3","3","80","1","10","1","2","7","7","1","0","Sim","1_Training","Sim","0.624444"
"39","Misto","1122","Engenharia","6","Superior completo","Medicina","1","932","4","M","70","3","1","Tecnico","1","Casado","2404","4303","7","1","Sim","21","4","4","80","0","8","2","1","2","2","2","2","Sim","1_Training","Sim","0.834072"
"25","Misto","867","Vendas","19","Superior incompleto","Marketing","1","952","3","M","36","2","1","Vendedor junior","2","Casado","2413","18798","1","1","Sim","18","3","3","80","3","1","2","3","1","0","0","0","Sim","1_Training","Sim","0.957576"
"19","Misto","419","Vendas","21","Superior completo","Outros","1","959","4","M","37","2","1","Vendedor junior","2","Solteiro","2121","9947","1","1","Sim","13","3","2","80","0","1","3","4","1","0","0","0","Sim","1_Training","Sim","0.979926"
"20","Misto","129","Engenharia","4","Superior completo","Faculdade Técnica","1","960","1","M","84","3","1","Tecnico","1","Solteiro","2973","13008","1","1","Não","19","3","2","80","0","1","2","3","1","0","0","0","Sim","1_Training","Sim","0.929852"
"36","Misto","530","Vendas","3","Médio completo","Ciências das natureza","1","967","3","M","51","2","3","Vendedo senior","4","Casado","10325","5518","1","1","Sim","11","3","1","80","1","16","6","3","16","7","3","7","Sim","1_Training","Não","0.504711"
"37","Misto","625","Vendas","1","Superior incompleto - cursando","Ciências das natureza","1","970","1","M","46","2","3","Vendedo senior","3","Casado","10609","14922","5","1","Não","11","3","3","80","0","17","2","1","14","1","11","7","Sim","1_Training","Sim","0.885808"
"58","Escritório","289","Engenharia","2","Superior completo","Faculdade Técnica","1","977","4","M","51","3","1","Engenheiro","3","Solteiro","2479","26227","4","1","Não","24","4","1","80","0","7","4","3","1","0","0","0","Sim","2_Testing","Sim","0.634686"
"40","Escritório","1479","Vendas","24","Superior completo","Ciências das natureza","1","986","2","F","100","4","4","Vendedo senior","2","Solteiro","13194","17071","4","1","Sim","16","3","4","80","0","22","2","2","1","0","0","0","Sim","1_Training","Sim","0.756059"
"31","Misto","335","Engenharia","9","Superior incompleto","Medicina","1","991","3","M","46","2","1","Engenheiro","1","Solteiro","2321","10322","0","1","Sim","22","4","1","80","0","4","0","3","3","2","1","2","Sim","1_Training","Sim","0.902444"
"29","Misto","906","Engenharia","10","Superior completo","Ciências das natureza","1","994","4","F","92","2","1","Engenheiro","1","Solteiro","2404","11479","6","1","Sim","20","4","3","80","0","3","5","3","0","0","0","0","Sim","1_Training","Sim","0.900954"
"30","Misto","138","Engenharia","22","Superior completo","Ciências das natureza","1","1004","1","F","48","3","1","Engenheiro","3","Casado","2132","11539","4","1","Sim","11","3","2","80","0","7","2","3","5","2","0","1","Sim","1_Training","Sim","0.911348"
"35","Misto","622","Engenharia","14","Superior incompleto - cursando","Outros","1","1010","3","M","39","2","1","Tecnico","2","Divorciado","3743","10074","1","1","Sim","24","4","4","80","1","5","2","1","4","2","0","2","Sim","1_Training","Sim","0.721522"
"20","Cliente","1097","Engenharia","11","Superior completo","Medicina","1","1016","4","F","98","2","1","Engenheiro","1","Solteiro","2600","18275","1","1","Sim","15","3","1","80","0","1","2","3","1","0","0","0","Sim","1_Training","Sim","0.976369"
"30","Misto","109","Engenharia","5","Superior completo","Medicina","1","1017","2","F","60","3","1","Tecnico","2","Solteiro","2422","25725","0","1","Não","17","3","1","80","0","4","3","3","3","2","1","2","Sim","2_Testing","Sim","0.506475"
"37","Escritório","1141","Engenharia","11","Superior incompleto","Medicina","1","1033","1","F","61","1","2","Analista","2","Casado","4777","14382","5","1","Não","15","3","1","80","0","15","2","1","1","0","0","0","Sim","2_Testing","Sim","0.774166"
"26","Misto","265","Vendas","29","Superior incompleto","Medicina","1","1037","2","M","79","1","2","Vendedo senior","1","Solteiro","4969","21813","8","1","Não","18","3","4","80","0","7","6","3","2","2","2","2","Sim","1_Training","Sim","0.775505"
"52","Misto","266","Vendas","2","Médio completo","Marketing","1","1038","1","F","57","1","5","Gerente","4","Casado","19845","25846","1","1","Não","15","3","4","80","1","33","3","3","32","14","6","9","Sim","2_Testing","Não","0.539455"
"36","Misto","885","Engenharia","16","Superior incompleto - cursando","Ciências das natureza","1","1042","3","F","43","4","1","Tecnico","1","Solteiro","2743","8269","1","1","Não","16","3","3","80","0","18","1","3","17","13","15","14","Sim","2_Testing","Não","0.504237"
"36","Cliente","660","Engenharia","15","Superior completo","Outros","1","1052","1","M","81","3","2","Tecnico","3","Divorciado","4834","7858","7","1","Não","14","3","2","80","1","9","3","2","1","0","0","0","Sim","1_Training","Sim","0.658033"
"26","Cliente","342","Engenharia","2","Superior completo","Ciências das natureza","1","1053","1","M","57","3","1","Engenheiro","1","Casado","2042","15346","6","1","Sim","14","3","2","80","1","6","2","3","3","2","1","2","Sim","2_Testing","Sim","0.909016"
"20","Misto","769","Vendas","9","Superior completo","Marketing","1","1077","4","F","54","3","1","Vendedor junior","4","Solteiro","2323","17205","1","1","Sim","14","3","2","80","0","2","3","3","2","2","0","2","Sim","1_Training","Sim","0.936809"
